0 leadconcept : Precision:: 0.0, Recall:: 0.0
1440 kotysoft : Precision:: 0.0, Recall:: 0.0
1441 DavidOffshorent : Precision:: 0.0, Recall:: 0.0
1442 lsitarz : Precision:: 0.0, Recall:: 0.0
1443 enlighteningIT : Precision:: 0.0, Recall:: 0.0
1444 marijanissima : Precision:: 0.0, Recall:: 0.0
1445 mantoviclx : Precision:: 0.0, Recall:: 0.0
1446 D2MX : Precision:: 0.0, Recall:: 0.0
1447 ApolinarRios : Precision:: 0.0, Recall:: 0.0
1448 Safanmaknojia : Precision:: 0.0, Recall:: 0.0
1449 bikashdey : Precision:: 0.1, Recall:: 0.2
1450 sankarasnayaka : Precision:: 0.0, Recall:: 0.0
1451 mahrajav : Precision:: 0.0, Recall:: 0.0
1452 B71 : Precision:: 0.0, Recall:: 0.0
1453 Uplidcoder : Precision:: 0.0, Recall:: 0.0
1454 sismaster : Precision:: 0.0, Recall:: 0.0
1455 headwaywebsol : Precision:: 0.0, Recall:: 0.0
1456 MagentoAus : Precision:: 0.0, Recall:: 0.0
1457 darkemo6876 : Precision:: 0.0, Recall:: 0.0
1458 creativeworkroom : Precision:: 0.0, Recall:: 0.0
1459 lokmenshi : Precision:: 0.0, Recall:: 0.0
1460 onewebdigital : Precision:: 0.0, Recall:: 0.0
1461 SDAiCan : Precision:: 0.0, Recall:: 0.0
1462 clementalwin : Precision:: 0.0, Recall:: 0.0
1463 MplussoftIndia : Precision:: 0.0, Recall:: 0.0
1464 rashedhannan : Precision:: 0.0, Recall:: 0.0
1465 elbisnero : Precision:: 0.0, Recall:: 0.0
1466 harshitchaudhary : Precision:: 0.0, Recall:: 0.0
1467 deadheadvw : Precision:: 0.0, Recall:: 0.0
1468 pfreda : Precision:: 0.0, Recall:: 0.0
1469 ponchovw : Precision:: 0.0, Recall:: 0.0
1470 mteresat : Precision:: 0.0, Recall:: 0.0
1471 rabinrai44 : Precision:: 0.0, Recall:: 0.0
1472 manhpham : Precision:: 0.0, Recall:: 0.0
1473 WmDev : Precision:: 0.0, Recall:: 0.0
1474 Flamev : Precision:: 0.0, Recall:: 0.0
1475 mamarkoe : Precision:: 0.0, Recall:: 0.0
1476 kl494 : Precision:: 0.0, Recall:: 0.0
1477 kudakitsune : Precision:: 0.1, Recall:: 0.2
1478 melsayedhasan : Precision:: 0.0, Recall:: 0.0
1479 wordarcher : Precision:: 0.0, Recall:: 0.0
1480 kabirkidwai : Precision:: 0.0, Recall:: 0.0
1481 LogoSeek : Precision:: 0.0, Recall:: 0.0
1482 arifaisal123 : Precision:: 0.0, Recall:: 0.0
1483 arifaisal123 : Precision:: 0.0, Recall:: 0.0
1484 qsajib71 : Precision:: 0.0, Recall:: 0.0
1485 juwin305 : Precision:: 0.0, Recall:: 0.0
1486 andr3selite : Precision:: 0.0, Recall:: 0.0
1487 EDICIG : Precision:: 0.0, Recall:: 0.0
1488 georgexu66 : Precision:: 0.0, Recall:: 0.0
1489 miodragstajic : Precision:: 0.0, Recall:: 0.0
1490 zeeshanyousaf : Precision:: 0.0, Recall:: 0.0
1491 dotnetsupercoder : Precision:: 0.0, Recall:: 0.0
1492 keivynkevo : Precision:: 0.0, Recall:: 0.0
1493 invertedtomato : Precision:: 0.0, Recall:: 0.0
1494 Vladu11 : Precision:: 0.0, Recall:: 0.0
1495 pintalpandey92 : Precision:: 0.0, Recall:: 0.0
1496 tuandungb : Precision:: 0.0, Recall:: 0.0
1497 Faraday4815 : Precision:: 0.0, Recall:: 0.0
1498 kevinross100 : Precision:: 0.0, Recall:: 0.0
1499 kevinross100 : Precision:: 0.0, Recall:: 0.0
1500 daveclary : Precision:: 0.0, Recall:: 0.0
1501 kursadgulereem : Precision:: 0.0, Recall:: 0.0
1502 khoaht : Precision:: 0.0, Recall:: 0.0
1503 webkingaman2 : Precision:: 0.0, Recall:: 0.0
1504 VoblNet : Precision:: 0.0, Recall:: 0.0
1505 vsprybhanu : Precision:: 0.0, Recall:: 0.0
1506 nassimhadjbenali : Precision:: 0.0, Recall:: 0.0
1507 nassimhadjbenali : Precision:: 0.0, Recall:: 0.0
1508 rafiulrafi : Precision:: 0.0, Recall:: 0.0
1509 gravicap : Precision:: 0.0, Recall:: 0.0
1510 bbee2222 : Precision:: 0.0, Recall:: 0.0
1511 codejamer : Precision:: 0.0, Recall:: 0.0
1512 rawalvw : Precision:: 0.0, Recall:: 0.0
1513 marciusgomez : Precision:: 0.0, Recall:: 0.0
1514 azauq127 : Precision:: 0.0, Recall:: 0.0
1515 julianademacedo : Precision:: 0.0, Recall:: 0.0
1516 Ptitzza : Precision:: 0.0, Recall:: 0.0
1517 rchntehno : Precision:: 0.0, Recall:: 0.0
1518 meeney : Precision:: 0.0, Recall:: 0.0
1519 technologiesblue : Precision:: 0.0, Recall:: 0.0
1520 ChemDash : Precision:: 0.0, Recall:: 0.0
1521 AeonDesigns : Precision:: 0.0, Recall:: 0.0
1522 jdubbsNY : Precision:: 0.0, Recall:: 0.0
1523 webkings09 : Precision:: 0.0, Recall:: 0.0
1524 LK1811 : Precision:: 0.0, Recall:: 0.0
1525 dreamsnaper : Precision:: 0.0, Recall:: 0.0
1526 wouscht : Precision:: 0.0, Recall:: 0.0
1527 ansibasecode : Precision:: 0.0, Recall:: 0.0
1528 faheems189 : Precision:: 0.0, Recall:: 0.0
1529 sananfipr : Precision:: 0.0, Recall:: 0.0
1530 sananfipr : Precision:: 0.0, Recall:: 0.0
1531 KennyMcCorrnic : Precision:: 0.0, Recall:: 0.0
1532 marumalu : Precision:: 0.0, Recall:: 0.0
1533 uahmed : Precision:: 0.0, Recall:: 0.0
1534 sculafic : Precision:: 0.0, Recall:: 0.0
1535 permana22sl : Precision:: 0.0, Recall:: 0.0
1536 avickmukherjee : Precision:: 0.0, Recall:: 0.0
1537 powerbrij007 : Precision:: 0.0, Recall:: 0.0
1538 doramey2012 : Precision:: 0.0, Recall:: 0.0
1539 spriditis : Precision:: 0.0, Recall:: 0.0
1540 Ajooo : Precision:: 0.0, Recall:: 0.0
1541 premkumar112 : Precision:: 0.0, Recall:: 0.0
1542 momentium : Precision:: 0.0, Recall:: 0.0
1543 jiggsaw85 : Precision:: 0.0, Recall:: 0.0
1544 Ashe93 : Precision:: 0.0, Recall:: 0.0
1545 kaleshwarchand83 : Precision:: 0.0, Recall:: 0.0
1546 suffixesolutions : Precision:: 0.0, Recall:: 0.0
1547 Neruna : Precision:: 0.0, Recall:: 0.0
1548 Neruna : Precision:: 0.0, Recall:: 0.0
1549 onetenstore : Precision:: 0.0, Recall:: 0.0
1550 Dantevalentine01 : Precision:: 0.0, Recall:: 0.0
1551 chandrafortuna : Precision:: 0.0, Recall:: 0.0
1552 eduardobravo : Precision:: 0.0, Recall:: 0.0
1553 waws : Precision:: 0.0, Recall:: 0.0
1554 henriquebispo : Precision:: 0.0, Recall:: 0.0
1555 malkeshsondagar : Precision:: 0.0, Recall:: 0.0
1556 malkeshsondagar : Precision:: 0.0, Recall:: 0.0
1557 exsys : Precision:: 0.0, Recall:: 0.0
1558 vjmazii : Precision:: 0.0, Recall:: 0.0
1559 MagicIT : Precision:: 0.0, Recall:: 0.0
1560 LynArts : Precision:: 0.0, Recall:: 0.0
1561 atozsofttechllc : Precision:: 0.0, Recall:: 0.0
1562 dexoc : Precision:: 0.0, Recall:: 0.0
1563 engrumar666 : Precision:: 0.0, Recall:: 0.0
1564 lkananowicz : Precision:: 0.0, Recall:: 0.0
1565 chaudhryali : Precision:: 0.0, Recall:: 0.0
1566 sayedzeeshan0 : Precision:: 0.0, Recall:: 0.0
1567 fishgrass : Precision:: 0.0, Recall:: 0.0
1568 nomykan : Precision:: 0.0, Recall:: 0.0
1569 kel397 : Precision:: 0.25, Recall:: 0.2
1570 csengineerz : Precision:: 0.0, Recall:: 0.0
1571 saltncake : Precision:: 0.0, Recall:: 0.0
1572 iacdelhi : Precision:: 0.0, Recall:: 0.0
1573 A4animation : Precision:: 0.0, Recall:: 0.0
1574 nuhanenterprisei : Precision:: 0.0, Recall:: 0.0
1575 EmpUkbased : Precision:: 0.0, Recall:: 0.0
1576 Adams221 : Precision:: 0.0, Recall:: 0.0
1577 RoyBerntsen : Precision:: 0.0, Recall:: 0.0
1578 justTry : Precision:: 0.0, Recall:: 0.0
1579 dapu92 : Precision:: 0.0, Recall:: 0.0
1580 Lustresystem : Precision:: 0.0, Recall:: 0.0
1581 MrKrieg : Precision:: 0.0, Recall:: 0.0
1582 shashankgautam : Precision:: 0.0, Recall:: 0.0
1583 hemi : Precision:: 0.0, Recall:: 0.0
1584 shashankgautam : Precision:: 0.0, Recall:: 0.0
1585 hemi : Precision:: 0.0, Recall:: 0.0
1586 sachisaket41 : Precision:: 0.0, Recall:: 0.0
1587 ladiepre : Precision:: 0.0, Recall:: 0.0
1588 graffitiart : Precision:: 0.0, Recall:: 0.0
1589 warudj : Precision:: 0.0, Recall:: 0.0
1590 zendcoder : Precision:: 0.0, Recall:: 0.0
1591 milyghoshvw : Precision:: 0.0, Recall:: 0.0
1592 vampyfree : Precision:: 0.0, Recall:: 0.0
1593 reybayubay72 : Precision:: 0.0, Recall:: 0.0
1594 doyz : Precision:: 0.0, Recall:: 0.0
1595 kazungu0409 : Precision:: 0.0, Recall:: 0.0
1596 nblsoft : Precision:: 0.0, Recall:: 0.0
1597 copetidis : Precision:: 0.0, Recall:: 0.0
1598 husnain0111 : Precision:: 0.0, Recall:: 0.0
1599 mynameisajay : Precision:: 0.0, Recall:: 0.0
1600 Altermyth : Precision:: 0.0, Recall:: 0.0
1601 Altermyth : Precision:: 0.0, Recall:: 0.0
1602 abhiinfosis : Precision:: 0.0, Recall:: 0.0
1603 zouxiangwei : Precision:: 0.0, Recall:: 0.0
1604 Brysonmunga : Precision:: 0.0, Recall:: 0.0
1605 vrajendra : Precision:: 0.0, Recall:: 0.0
1606 adityaom1991 : Precision:: 0.0, Recall:: 0.0
1607 tinystone87 : Precision:: 0.0, Recall:: 0.0
1608 HelberSoares : Precision:: 0.0, Recall:: 0.0
1609 alifarrukh786 : Precision:: 0.0, Recall:: 0.0
1610 pechundschwefel : Precision:: 0.0, Recall:: 0.0
1611 steckhcsmartman : Precision:: 0.0, Recall:: 0.0
1612 Ridham122 : Precision:: 0.0, Recall:: 0.0
1613 Atmoresamu : Precision:: 0.0, Recall:: 0.0
1614 quickprogexpert : Precision:: 0.0, Recall:: 0.0
1615 izvergNat : Precision:: 0.0, Recall:: 0.0
1616 oscarhasengruber : Precision:: 0.0, Recall:: 0.0
1617 lancercu : Precision:: 0.0, Recall:: 0.0
1618 bitlogy : Precision:: 0.0, Recall:: 0.0
1619 greenuniversetec : Precision:: 0.0, Recall:: 0.0
1620 givendilse : Precision:: 0.0, Recall:: 0.0
1621 ristelaboski : Precision:: 0.0, Recall:: 0.0
1622 engleeINTER : Precision:: 0.0, Recall:: 0.0
1623 glossyweb : Precision:: 0.0, Recall:: 0.0
1624 baskurtf : Precision:: 0.0, Recall:: 0.0
1625 bradominido : Precision:: 0.0, Recall:: 0.0
1626 elipap1 : Precision:: 0.0, Recall:: 0.0
1627 shaileshmathur : Precision:: 0.0, Recall:: 0.0
1628 onelinewebdeUK : Precision:: 0.0, Recall:: 0.0
1629 manish973 : Precision:: 0.0, Recall:: 0.0
1630 PhpPrince : Precision:: 0.0, Recall:: 0.0
1631 AlexandraNecula : Precision:: 0.0, Recall:: 0.0
1632 YiamiYo : Precision:: 0.0, Recall:: 0.0
1633 binhtq : Precision:: 0.0, Recall:: 0.0
1634 ZWebPlace : Precision:: 0.0, Recall:: 0.0
1635 decato0110 : Precision:: 0.0, Recall:: 0.0
1636 igorprole : Precision:: 0.0, Recall:: 0.0
1637 jarrodnoonan : Precision:: 0.0, Recall:: 0.0
1638 jainendrasingh00 : Precision:: 0.0, Recall:: 0.0
1639 theresa3953 : Precision:: 0.14285714285714285, Recall:: 0.2
1640 Klapaucius : Precision:: 0.0, Recall:: 0.0
1641 creativeideas83 : Precision:: 0.0, Recall:: 0.0
1642 DEZIGNWAY : Precision:: 0.0, Recall:: 0.0
1643 amirn2011 : Precision:: 0.0, Recall:: 0.0
1644 WebM3dia : Precision:: 0.0, Recall:: 0.0
1645 saravana2810 : Precision:: 0.0, Recall:: 0.0
1646 ahmed0general : Precision:: 0.0, Recall:: 0.0
1647 Flashpointblack : Precision:: 0.0, Recall:: 0.0
1648 Alexdanieel : Precision:: 0.0, Recall:: 0.0
1649 tatarualexandru : Precision:: 0.0, Recall:: 0.0
1650 andymoller : Precision:: 0.0, Recall:: 0.0
1651 septagon : Precision:: 0.0, Recall:: 0.0
1652 xyzseo : Precision:: 0.0, Recall:: 0.0
1653 ilusodesign : Precision:: 0.0, Recall:: 0.0
1654 mariuspof : Precision:: 0.0, Recall:: 0.0
1655 ramonhitzeroth : Precision:: 0.0, Recall:: 0.0
1656 junaidnasir : Precision:: 0.0, Recall:: 0.0
1657 junaidnasir : Precision:: 0.0, Recall:: 0.0
1658 shinemonkey212 : Precision:: 0.0, Recall:: 0.0
1659 IceVFX : Precision:: 0.0, Recall:: 0.0
1660 headmistress5 : Precision:: 0.0, Recall:: 0.0
1661 ethereal : Precision:: 0.0, Recall:: 0.0
1662 borsuczysko : Precision:: 0.0, Recall:: 0.0
1663 CCharles1 : Precision:: 0.0, Recall:: 0.0
1664 zabolotniipavel : Precision:: 0.0, Recall:: 0.0
1665 bsrcom : Precision:: 0.0, Recall:: 0.0
1666 Mythanes : Precision:: 0.0, Recall:: 0.0
1667 trevhsmith : Precision:: 0.0, Recall:: 0.0
1668 adityb8934 : Precision:: 0.0, Recall:: 0.0
1669 kathyban : Precision:: 0.0, Recall:: 0.0
1670 Cfurku : Precision:: 0.0, Recall:: 0.0
1671 easywebber : Precision:: 0.0, Recall:: 0.0
1672 sampritipanda : Precision:: 0.0, Recall:: 0.0
1673 skillsapt : Precision:: 0.0, Recall:: 0.0
1674 chanshi : Precision:: 0.0, Recall:: 0.0
1675 exploresystems : Precision:: 0.0, Recall:: 0.0
1676 negetics : Precision:: 0.0, Recall:: 0.0
1677 buehlerap : Precision:: 0.0, Recall:: 0.0
1678 Kylorcache : Precision:: 0.0, Recall:: 0.0
1679 borderbabe2412 : Precision:: 0.0, Recall:: 0.0
1680 animigz12 : Precision:: 0.0, Recall:: 0.0
1681 oskaraqp : Precision:: 0.0, Recall:: 0.0
1682 mohanchauhan : Precision:: 0.0, Recall:: 0.0
1683 brentmccaw : Precision:: 0.0, Recall:: 0.0
1684 mvmoris : Precision:: 0.0, Recall:: 0.0
1685 CarolTyping : Precision:: 0.0, Recall:: 0.0
1686 Ion10x : Precision:: 0.0, Recall:: 0.0
1687 FMQC : Precision:: 0.0, Recall:: 0.0
1688 webtrendz : Precision:: 0.0, Recall:: 0.0
1689 SamMitchell : Precision:: 0.0, Recall:: 0.0
1690 voipmanvn : Precision:: 0.0, Recall:: 0.0
1691 sagarmondal80 : Precision:: 0.0, Recall:: 0.0
1692 Frontech007 : Precision:: 0.0, Recall:: 0.0
1693 Sibext : Precision:: 0.0, Recall:: 0.0
1694 Sibext : Precision:: 0.0, Recall:: 0.0
1695 AlamHosen : Precision:: 0.0, Recall:: 0.0
1696 oxygenwebtech : Precision:: 0.0, Recall:: 0.0
1697 infario : Precision:: 0.0, Recall:: 0.0
1698 zproduction : Precision:: 0.0, Recall:: 0.0
1699 nicholasmaze : Precision:: 0.0, Recall:: 0.0
1700 Mubeen786 : Precision:: 0.0, Recall:: 0.0
1701 excep : Precision:: 0.0, Recall:: 0.0
1702 gustavog1977 : Precision:: 0.0, Recall:: 0.0
1703 excep : Precision:: 0.0, Recall:: 0.0
1704 webexpertz : Precision:: 0.0, Recall:: 0.0
1705 mzaheerabbas : Precision:: 0.0, Recall:: 0.0
1706 rathorelokesh : Precision:: 0.0, Recall:: 0.0
1707 antrikshsingh03 : Precision:: 0.0, Recall:: 0.0
1708 mungom : Precision:: 0.0, Recall:: 0.0
1709 Ellahseno : Precision:: 0.0, Recall:: 0.0
1710 joanmae2006 : Precision:: 0.0, Recall:: 0.0
1711 Ellahseno : Precision:: 0.0, Recall:: 0.0
1712 joanmae2006 : Precision:: 0.0, Recall:: 0.0
1713 dpeter : Precision:: 0.0, Recall:: 0.0
1714 eTranslators : Precision:: 0.0, Recall:: 0.0
1715 skarmanami : Precision:: 0.0, Recall:: 0.0
1716 edwinsl : Precision:: 0.0, Recall:: 0.0
1717 jsl6906 : Precision:: 0.0, Recall:: 0.0
1718 GR1D : Precision:: 0.0, Recall:: 0.0
1719 krishnauniyal29 : Precision:: 0.0, Recall:: 0.0
1720 CataHHH : Precision:: 0.0, Recall:: 0.0
1721 microk : Precision:: 0.0, Recall:: 0.0
1722 freelancer4e : Precision:: 0.0, Recall:: 0.0
1723 sabirshah4545 : Precision:: 0.0, Recall:: 0.0
1724 amelantoney : Precision:: 0.0, Recall:: 0.0
1725 swsindia : Precision:: 0.0, Recall:: 0.0
1726 manamika1 : Precision:: 0.0, Recall:: 0.0
1727 agileProgger : Precision:: 0.0, Recall:: 0.0
1728 logonsoftware : Precision:: 0.0, Recall:: 0.0
1729 koticakotica : Precision:: 0.0, Recall:: 0.0
1730 houssamballout : Precision:: 0.0, Recall:: 0.0
1731 richforest : Precision:: 0.0, Recall:: 0.0
1732 TechJSolutions : Precision:: 0.0, Recall:: 0.0
1733 ayeshamirza : Precision:: 0.0, Recall:: 0.0
1734 mdreju : Precision:: 0.0, Recall:: 0.0
1735 Jamesdmartin : Precision:: 0.0, Recall:: 0.0
1736 acejudger : Precision:: 0.0, Recall:: 0.0
1737 ah3dvis : Precision:: 0.0, Recall:: 0.0
1738 Venicebrooks : Precision:: 0.0, Recall:: 0.0
1739 souravmmc : Precision:: 0.0, Recall:: 0.0
1740 sathyasingh1991 : Precision:: 0.0, Recall:: 0.0
1741 zkutch : Precision:: 0.0, Recall:: 0.0
1742 councilsoft : Precision:: 0.0, Recall:: 0.0
1743 Cubina : Precision:: 0.0, Recall:: 0.0
1744 L0veToWork : Precision:: 0.0, Recall:: 0.0
1745 ashuagrawal : Precision:: 0.0, Recall:: 0.0
1746 junworried : Precision:: 0.0, Recall:: 0.0
1747 mianwaseem97 : Precision:: 0.0, Recall:: 0.0
1748 camlancer : Precision:: 0.0, Recall:: 0.0
1749 patlau : Precision:: 0.0, Recall:: 0.0
1750 campionesidd : Precision:: 0.0, Recall:: 0.0
1751 jared23 : Precision:: 0.0, Recall:: 0.0
1752 GenesisTec : Precision:: 0.0, Recall:: 0.0
1753 aimedsolutions : Precision:: 0.0, Recall:: 0.0
1754 Aftab0786 : Precision:: 0.0, Recall:: 0.0
1755 madiladil : Precision:: 0.0, Recall:: 0.0
1756 WorkXpressPaaS : Precision:: 0.0, Recall:: 0.0
1757 sansahu92 : Precision:: 0.0, Recall:: 0.0
1758 inesseomarketer7 : Precision:: 0.0, Recall:: 0.0
1759 cristinna14 : Precision:: 0.0, Recall:: 0.0
1760 xpertswebtech : Precision:: 0.0, Recall:: 0.0
1761 unikfashion906 : Precision:: 0.0, Recall:: 0.0
1762 mannyshieldsjr : Precision:: 0.0, Recall:: 0.0
1763 AndrewXia : Precision:: 0.0, Recall:: 0.0
1764 nomania : Precision:: 0.0, Recall:: 0.0
1765 ssgmanisha : Precision:: 0.0, Recall:: 0.0
1766 AbidAliSayyed : Precision:: 0.0, Recall:: 0.0
1767 entrepreneur2000 : Precision:: 0.0, Recall:: 0.0
1768 ukvarious : Precision:: 0.0, Recall:: 0.0
1769 teufel13 : Precision:: 0.0, Recall:: 0.0
1770 ceebee21 : Precision:: 0.0, Recall:: 0.0
1771 EM360 : Precision:: 0.0, Recall:: 0.0
1772 Ecoseit : Precision:: 0.0, Recall:: 0.0
1773 elamaranr13 : Precision:: 0.0, Recall:: 0.0
1774 muazonline : Precision:: 0.0, Recall:: 0.0
1775 Kiriisi : Precision:: 0.0, Recall:: 0.0
1776 monytk : Precision:: 0.0, Recall:: 0.0
1777 duquef21 : Precision:: 0.0, Recall:: 0.0
1778 Bashir01834 : Precision:: 0.0, Recall:: 0.0
1779 spidermind : Precision:: 0.0, Recall:: 0.0
1780 misaelgv : Precision:: 0.0, Recall:: 0.0
1781 ancatinc : Precision:: 0.0, Recall:: 0.0
1782 webskillssl : Precision:: 0.0, Recall:: 0.0
1783 automaticMEN : Precision:: 0.0, Recall:: 0.0
1784 Sabra8 : Precision:: 0.0, Recall:: 0.0
1785 etags : Precision:: 0.0, Recall:: 0.0
1786 myselfmusa1 : Precision:: 0.0, Recall:: 0.0
1787 mahystar : Precision:: 0.0, Recall:: 0.0
1788 osworker : Precision:: 0.0, Recall:: 0.0
1789 hariskhan1989 : Precision:: 0.0, Recall:: 0.0
1790 jamal8t2 : Precision:: 0.0, Recall:: 0.0
1791 yohanandz : Precision:: 0.0, Recall:: 0.0
1792 mdreyad : Precision:: 0.0, Recall:: 0.0
1793 phpdevebloper : Precision:: 0.0, Recall:: 0.0
1794 design4pro : Precision:: 0.0, Recall:: 0.0
1795 aarthgdboy : Precision:: 0.0, Recall:: 0.0
1796 Victorrodriguezn : Precision:: 0.0, Recall:: 0.0
1797 Thyagz : Precision:: 0.0, Recall:: 0.0
1798 surajit005 : Precision:: 0.0, Recall:: 0.0
1799 sergiocosme : Precision:: 0.0, Recall:: 0.0
1800 hellheim : Precision:: 0.0, Recall:: 0.0
Avgerage Precision: 0.0031153327516459106,Avgerage Recall: 0.005441421432537477
